,brand,title,price,description,colour,material
22,Nike,As W Nike Dry Shorts,S$ 45.00,"- Best for training
- Monochrome training shorts with iridescent logo
- Nike Dri-FIT Technology helps you stay dry, comfortable and focused
- Regular fit
- Elastic waistband and exterior drawstring
- Polyester
- Model wears an S and is 175cm tall",Black,[]
23,FOREVER 21,Mid-Rise Denim Shorts,S$ 45.00,"- Solid tone plain denim shorts
- Mid waist
- Regular fit
- Zip-fly and button fastening
- Self tie waist belt
- 5 pockets
- Cotton blend",Light Denim,100% Cotton blend
24,Mango,Tropical Print Shorts,S$ 79.90,"- Printed shorts with bow detail
- Sizing runs one size larger
- High rise
- Regular fit
- Button, hook & zip fastening
- Self-tie waist closure
- Belt loops
- 2 side pockets
- Polyester blend",Black,"94% Polyester, 6% Elastane"
25,ZALORA,Front Pleated Shorts With Side Slits,S$ 29.90,"- Printed shorts with side slits
- Mid rise
- Regular fit
- Button and zip fastening
- 2 side pockets
- Polyester
- Model wears an S and is 174cm tall",Maroon/Multi,100% Polyester
26,Under Armour,UA HG Armour Shorty Print,S$ 49.00,"- Best for training
- Super-light HeatGear® fabric
- Ergonomic flatlock seams
- Skin-tight shorts with allover print
- Mid rise
- Skinny fit
- Elasticised waistband
- Polyester blend
- Model wears an M and is 174cm tall",Purple Ace/Metallic Silver,[]
27,ZALORA ACTIVE,Jogger Drawstring Shorts,S$ 24.90,"- Curved hem drawstring jogger shorts
- Mid rise
- Regular fit
- Elasticated waistband with drawstring fastening
- Polyblend",Khaki,95% Polyester 5% Spandex
28,Something Borrowed,Origami Skort,S$ 24.90,"- Solid tone origami style overlay skort
- Mid rise
- Unlined
- Regular fit
- Back zip fastening
- Polyester",Red,100% Polyester
29,FOREVER 21,Linen-Blended Foldover Leaf Print Shorts,S$ 35.00,"- Leaf print waist tie layered shorts
- High rise
- Regular fit
- Waist tie fastening
- 2 pocket design
- Polyblend",Cream/orange,Polyester blend
30,ZALORA,Paperbag Shorts With Self Tie,S$ 29.90,"- Solid-colour high-waisted shorts
- High rise
- Regular fit
- Elastic waist fastening
- Self-tie waist closure
- 2-pocket style
- 2 belt loops
- Rear false pockeet
- Viscose/Nylon blend
- Model wears an S and is 170cm tall",Beige,70% Viscose 30% Nylon
31,ESPRIT,Flowery Denim Shorts,S$ 89.95,"- Fringe hem denim shorts with embroidered floral detail
- Sizing runs one size larger
- Unlined
- High rise
- Regular fit
- Front zip and button closure
- 2 side pockets
- 2 back pockets
- Cotton
- Model wears a size 26 in and is 175cm tall",Blue Light Wash,100% Cotton
32,Under Armour,UA Speedpocket Run Short,S$ 59.00,"- Best for running
- Solid tone logo printed running shorts
- Built in briefs
- High rise
- Regular fit
- Elastic waistband
- 4-way stretch construction moves better in every direction
- Anti-odor technology prevents the growth of odor-causing microbes
- Wide knit waistband for the perfect comfort fit
- Built-in brief for enhanced coverage
- Polyblend
- Model wears an S and is 173cm tall",Jet Gray/Impulse Pink/Reflective,"87% Polyester, 13% Elastane"
33,Champion,Practice Shorts,S$ 39.00,"- Brand logo casual shorts
- High rise
- Regular fit
- Elasticated waistband fastening
- Cotton
- Model wears an S and is 172cm tall",Oxford Grey,100% Cotton
34,Guess,Basic Dark Wash Denim Shorts,S$ 164.00,"- Dark washed toned shorts
- Mid rise
- Regular fit
- Front zip with button fastening
- 5 pockets
- Cotton blend
- Model wears a size 26 in and is 174cm tall",Blue,"99% Cotton, 1% Polyurethane"
35,Something Borrowed,Frayed Hem High Waisted Shorts,S$ 34.90,"- Casual denim shorts with frayed hem
- Unlined
- Mid rise
- Regular fit
- Front zip and button closure
- 5-pocket design
- Cotton blend",Light Blue,90% Cotton 10% Polyester
36,Under Armour,Tech Mesh Shorts 3 Inch,S$ 29.00,"- Best for training
- Textured shorts with brand logo details
- Mid rise
- Regular fit
- Elasticised waistband
- Polyester
- Model wears an S and is 174cm tall",Black/Pitch Gray/Metallic Silver,Polyester
37,FOREVER 21,Glen Plaid Button Fly Shorts,S$ 36.90,"- Plaid print woven shorts
- High rise
- Regular fit
- Button and zip fastening
- Polyester",Black/Green,100% Polyester
38,Something Borrowed,Zipper Trim Denim Shorts,S$ 34.90,"- Contrast side zip frayed hem denim shorts
- High rise
- Regular fit
- Front zip and button fastening
- Five-pocket style
- Cotton blend
- Model wears an S and is 177cm tall",Black,90% Cotton 10% Polyester
39,ZALORA BASICS,Basic Paper Bag Belted Shorts,S$ 29.90,"- Solid tone paperbag style tailored shorts with waist belt
- Mid rise
- Unlined
- Regular fit
- Zip and waist belt fastening
- Polyester",Black,100% Polyester
40,Mango,Vicky Denim Shorts,S$ 45.90,"- Denim shorts with wash detail
- Sizing runs one size larger
- Low rise
- Regular fit
- Button & zip fastening
- 5-pocket style
- Turnover hem
- Belt loops
- Cotton blend",Open Blue,"98% Cotton, 2% Elastane"
41,ZALORA,Paperbag Elasticated Shorts,S$ 32.90,"- Solid tone tailored paperbag shorts
- High rise
- Unlined
- Regular fit
- Elasticised waistband with waist tie fastening
- Polyester",Dusty Pink,100% Polyester
42,Mango,Cotton-Blend Shorts,S$ 39.90,"- Solid tone tailored shorts
- Sizing runs one size larger
- Mid rise
- Unlined
- Regular fit
- Button and zip fastening
- 2 front side pockets
- Cotton blend",Navy,"52% Cotton, 45% Polyester, 3% Elastane"
43,Under Armour,"Tech Mesh 3"" Shorts",S$ 29.00,"- Best for training
- Contrast trim brand logo shorts
- Mid rise
- Unlined
- Regular fit
- Elasticised waistband
- UA Techâ„¢ mesh fabric is soft & uses a pinhole mesh for superior ventilation
- Material wicks sweat & dries really fast
- Anti-odor technology prevents the growth of odor-causing microbes
- Polyester
- Model wears an S and is 174cm tall",Fractal Pink/Peach Plasma/Metallic Silver,100% Polyester
44,ZALORA,Button Detail Shorts,S$ 29.90,"- Pleated shorts with buttons
- High rise
- Regular fit
- Back zip fastening
- Decorative buttons
- Polyester",Black,100% Polyester
45,Mango,Cotton-Blend Shorts,S$ 39.90,"- Solid-colored essential shorts
- Sizing runs one size larger
- Medium rise
- Regular fit
- Button & zip fastening
- 5-pocket style
- Turnover hem
- Belt loops
- Cotton blend",Navy,"98% Cotton, 2% Elastane"
46,adidas,Adidas M20 Short Camo,S$ 45.00,"- adidas performance
- Best for running
- Camo print secure-fit running shorts
- Formotion follows the natural movement of sport for a better fit and greater comfort in motion
- High rise
- Slim fit
- Elastic waistband
- Polyester",Black,"56% Recycled Polyester , 44% Polyester Plain Weave"
47,Supre,Bondi Shorts,S$ 40.00,"- Denim shorts with frayed fringe details
- Mid rise
- Regular fit
- Front zip with button fastening
- 4 pockets
- Cotton blend",Middle Wash Blue,"95% Cotton, 3% Polyester, 2% Elastane"
48,Nike,Nike 10K Women's Graphic Running Shorts,S$ 45.00,"- Best for running
- Printed running shorts with contrasting trim
- Unlined
- High rise
- Regular fit
- Elastic waistband
- Inner drawstring fastening
- Ruched elastic waistband with internal drawcord delivers adjustable comfort
- Dri-FIT technology allows wearer to stay dry and comfortable
- Polyester",Black/Jade Horizon/White,100% Polyester
49,Boohoo,Distressed Front Mom Shorts,S$ 37.90,"- Light wash mom shorts
- High rise
- Regular fit
- Button and zip fastening
- 5 pockets
- Cotton blend
- Model wears a UK 8 and is 174cm tall",Blue,95% Cotton.5% Elastane
50,L'urv,Game Strong Bike Shorts,S$ 92.90,"- Colourblock high waisted compression shorts
- Unlined
- High rise
- Skinny fit
- Elastic waistband
- Nylon blend
- Model wears an S and is 176cm tall",Black,"73% Nylon, 27% Elastane"
51,Nike,As W Nike Dry Shorts,S$ 45.00,"- Best for training
- Solid shade training shorts with iridescent logo
- Nike Dri-FIT Technology helps you stay dry, comfortable and focused
- Regular fit
- Elastic waistband and exterior drawstring
- Polyester
- Model wears an S and is 175cm tall",Pink Quartz,100% Polyester
52,Under Armour,Play Up Shorts 2.0,S$ 39.00,"- Best for training
- Solid-toned shorts with brand print
- Medium rise
- Relaxed fit
- Elasticized waistband
- 2 side pockets
- High-low hem
- Polyester
- Model wears an S and is 175cm tall",Apex Pink/Apex Pink/White,100% Polyester
53,ZALORA,Button Detail High Waist Shorts,S$ 39.90,"- Solid toned shorts with metallic buttons
- High rise
- Regular fit
- Zip fastening
- Polyblend",Black,95% Polyester 5% Spandex
54,ZALORA ACTIVE,Core Cycle Shorts,S$ 24.90,"- Solid tone cycle shorts
- High rise
- Slim fit
- Elasticised waistband
- Polyblend",Black,95% Polyester 5% Spandex
55,FOREVER 21,Frayed Step-Hem Denim Shorts,S$ 35.00,"- Acid washed distressed denim shorts with curved step hem
- Mid rise
- Regular fit
- Front zip and button fastening
- Five-pocket style
- Cotton blend",Black,"99% Cotton, 1% Spandex"
56,Something Borrowed,Embroidered Hem Wrap Chambray Shorts,S$ 27.90,"- Embroidered trims scallop detail shorts
- High rise
- Regular fit
- Elasticated waistband 
- Polyblend",Light Blue,57% Polyester 40% Rayon 3% Spandex Woven
57,FOREVER 21,Mid-Rise Denim Shorts,S$ 45.00,"- Solid tone plain denim shorts
- Mid waist
- Regular fit
- Zip-fly and button fastening
- Self tie waist belt
- 5 pockets
- Cotton blend",Dark Denim,100% Cotton blend
58,ZALORA,High Waisted Cuffed Shorts With Self Tie,S$ 34.90,"- Solid hue shorts with ruffle trim
- High rise
- Regular fit
- Elasticized waistband
- Self-tie waist closure
- Cuffed hem
- Polyester
- Model wears an S and is 174cm tall",Army Green,Polyester
59,Nike,Nike As Women Knit Shorts,S$ 49.00,"- Best for lifestyle
- Solid tone brand printed drawstring shorts
- Mid rise
- Regular fit
- Elastic waistband
- Drawstring fastening
- Cotton blend",Black/White,"57% Cotton, 32% Polyester, 11% Elastane"
60,Something Borrowed,Pleated Front Skorts,S$ 29.90,"- Pleat front detail belted skorts
- High rise
- Regular fit
- Back zip fastening
- Polyester",Periwinkle,100% Polyester
61,FOREVER 21,Mid-Rise Denim Shorts,S$ 45.00,"- Solid tone plain denim shorts
- Mid waist
- Regular fit
- Zip-fly and button fastening
- Self tie waist belt
- 5 pockets
- Cotton blend",Medium Denim,100% Cotton blend
62,Dorothy Perkins,Washed Indigo Knee Shorts,S$ 53.90,"- Denim shorts with ripped detail
- Medium rise
- Slim fit
- Front button & zip fastening
- 5-pocket style
- Rolled hem
- Cotton blend
- Model wears a UK 8 and is 174cm tall",Indigo,"99% Cotton, 1% Lycra/Elastane"
63,Under Armour,Fly By Shorts,S$ 39.00,"- Running shorts with breathable side panels
- Lightweight woven fabric delivers superior comfort and durability
- Material wicks sweat and dries really fast
- Super-breathable mesh side panels to dump excess heat
- Built-in brief for enhanced coverage
- Reflective details deliver greater visibility on low-light runs
- Elasticised waistband
- Two side pockets
- Polyester
- Model wears an S and is 175cm tall",Flint/Black/Reflective,100% Polyester
64,Under Armour,UA Launch SW ''Go Long'' Shorts,S$ 49.00,"- Melange hue brand logo shorts
- Mid rise
- Regular fit
- Elasticised waistband with interior drawcord fastening
- Built-in brief for enhanced coverage
- Polyester
- Model wears an S and is 175cm tall",Downpour Gray/Downpour Gray/Reflective,[]
65,adidas,Adidas Originals 3 Stripes Shorts,S$ 40.00,"- adidas originals
- Best for lifestyle
- Track shorts with contrast sides
- Medium rise
- Regular fit
- Elasticized waistband
- Curved hem
- Polyester
- Model wears a size 36 and is 174cm tall",Flash Orange,100% Polyester
66,Mango,Cotton-Blend Shorts,S$ 39.90,"- Solid tone tailored shorts
- Sizing runs one size larger
- Mid rise
- Unlined
- Regular fit
- Button and zip fastening
- 2 front side pockets
- Cotton blend",Natural White,"52% Cotton, 45% Polyester, 3% Elastane"
67,Under Armour,UA Fly By Printed Short,S$ 45.00,"- Best for running
- Printed shorts with mesh panel
- High rise
- Relaxed fit
- Elastic waistband
- Material wicks sweat & dries really fast
- Super-breathable mesh side panels to dump excess heat
- Polyester
- Model wears an S and is 173cm tall",Orange Dream/Rust Orange/Reflective,100% Polyester
68,Nike,Nike 10K Women's Graphic Running Shorts,S$ 45.00,"- Best for running
- Printed running shorts with contrasting trim
- Unlined
- High rise
- Regular fit
- Elastic waistband
- Inner drawstring fastening
- Ruched elastic waistband with internal drawcord delivers adjustable comfort
- Dri-FIT technology allows wearer to stay dry and comfortable
- Polyester
- Model wears an S and is 173cm tall",Jade Horizon/Juniper Fog/Bright Crimson,100% Polyester
69,ZALORA,Metal Bar Detail Shorts,S$ 29.90,"- Solid tone metal bar shorts
- Mid rise
- Unlined
- Regular fit
- Back zip fastening
- 2 front side pockets
- Polyblend",White,97% Polyester 3% Spandex Woven
70,Mango,Cotton-Blend Shorts,S$ 39.90,"- Solid-colored essential shorts
- Sizing runs one size larger
- Medium rise
- Regular fit
- Button & zip fastening
- 5-pocket style
- Turnover hem
- Belt loops
- Cotton blend",Khaki,"98% Cotton, 2% Elastane"
71,Something Borrowed,Cuffed Denim Shorts,S$ 34.90,"- Turnover hem shorts with ripped detail
- Mid rise
- Regular fit
- Button and zip fastening
- 5 pockets
- Cotton blend",Black,90% Cotton 10% Polyester
72,adidas,Adidas W Sid Short Q2,S$ 40.00,"- adidas performance
- Best for performance
- Brand logo textured shorts
- Mid rise
- Regular fit
- Drawstring and elasticated waistband 
- Cotton
- Model wears an S and is 170cm tall",Black/White,100% Cotton
73,NAIN,High Waist Structured Linen Shorts,S$ 73.90,"- Solid hue shorts
- High rise
- Regular fit
- Front zip with button fastening
- 2 pockets
- Linen blend",Light Beige,Linen blend
74,Something Borrowed,Trims Detail Shorts,S$ 34.90,"- Denim shorts with contrast sides
- Medium rise
- Regular fit
- Button & zip fastening
- 5-pocket style
- Frayed hem
- Belt loops
- Cotton blend",Vintage Blue,90% Cotton 10% Polyester
75,Mango,Wrapped Skorts,S$ 55.90,"- Solid tone wrap style skirt-short
- Sizing runs one size larger
- High rise
- Regular fit
- Lined
- Hidden side zip fastening
- Polyblend
- Model wears an S and is 173cm tall",Black,"90% Polyester, 10% Elastane"
76,Under Armour,UA Launch Compression ''Go Short'' Short,S$ 49.00,"- Best for running
- Monochrome running shorts
- Soft, super-stretchy fabric with the locked-in support & coverage of compression
- Material wicks sweat & dries really fast
- 4-way stretch construction moves better in every direction
- Mesh insets deliver added breathability
- Slim fit
- Elasticated waistband
- Polyblend",Black/Jet Gray/Reflective,"87% Polyester, 13% Elastane"
77,Under Armour,UA Launch SW ''Go All Day'' Shorts,S$ 49.00,"- Best for running
- Brand print two-layered running shorts
- Ultra-light stretch-woven fabric
- Built-in brief for enhanced coverage
- Material wicks sweat & dries really fast
- 4-way stretch construction moves better in every direction
- Anti-odor technology prevents the growth of odor-causing microbes
- Wide knit waistband with internal drawcord & built-in back pocket
- Mid rise
- Slim fit
- Elasticised waistband
- Polyester
- Model wears an S and is 175cm tall",Atlas Green/Atlas Green/Reflective,100% Polyester
78,Dorothy Perkins,Entry Denim Short,S$ 39.90,"- Solid tone roll hem denim shorts
- Mid rise
- Unlined
- Slim fit
- Button and zip fastening
- Five pocket style
- Cotton blend
- Model wears a UK 8 and is 174cm tall",Black,Garment: Cotton(84%) Elastane(1%) Polyester(15%)
79,NA-KD,High Waist Chino Shorts,S$ 80.90,"- Paperbag waisted chino shorts
- High rise
- Relaxed fit
- Elasticised waist
- Waist tie
- 2 side pockets
- Cotton blend",Beige,"98% Cotton, 2% Elastane"
80,Something Borrowed,High Waist Paperbag Belted Shorts,S$ 29.90,"- Solid-colored paperbag shorts
- High rise
- Regular fit
- Elasticized waistband
- Self-tie waist closure
- Polyester",Black,100% Polyester
81,Under Armour,UA HG Armour Shorts,S$ 45.00,"- Printed waistband HeatGear shorts with metallic logo
- Locked-in UA Compression fit makes you feel more powerful
- Super-light HeatGear� fabric delivers superior coverage without weighing you down
- Material wicks sweat & dries really fast
- 4-way stretch construction moves better in every direction
- Anti-odor technology prevents the growth of odor-causing microbes
- Ergonomic flatlock seams deliver a comfortable, chafe-free fit
- Slim fit
- Elasticated waistband
- Polyblend
- Model wears an S and is 173cm tall",Black/Metallic Silver,[]
82,Levi's,Levi's Ribcage Shorts77879-0001,S$ 89.90,"Flatters your waist and holds you in. A classic, versatile high-rise fit. Iconic leather patch at back waist.

-Sits at waist
-Slim through hip and thigh
-Straight leg
-High rise
-79% Cotton, 19% Polyester, 2% Elastane
-Machine wash cold, Do not bleach, Tumble dry medium, Warm iron if needed, Dry cleaning possible","Machine wash cold, Do not bleach, Tumble dry medium, Warm iron if needed, Dry cleaning possible",[]
83,Supre,Venice Aline Denim Shorts,S$ 40.00,"- Washed toned denim shorts
- Mid rise
- Regular fit
- Front zip with button fastening
- 5 pockets
- Cotton blend
- Model wears a size AUS 8 and is 176cm tall",Clean Washed Black,Cotton blend
84,FOREVER 21,Mid-Rise Frayed Denim Shorts,S$ 45.00,"- Denim shorts with frayed hem
- Mid waist
- Regular fit
- Zip-fly and button fastening
- Self tie waist belt
- 5 pockets
- Cotton blend",Light Denim,100% Cotton blend
85,Guess,Basic Light Wash Denim Shorts,S$ 164.00,"- Light washed toned shorts
- Mid rise
- Regular fit
- Front zip with button fastening
- 5 pockets
- Cotton blend
- Model wears a size 26 in and is 174cm tall",Blue,"99% Cotton, 1% Polyurethane"
86,Lorna Jane,Triple Play Run Short,S$ 85.99,"- Monochrome shorts
- Mid rise
- Regular fit
- Elasticised waist
- 1 zip pocket
- Polyblend",Black,88% Polyester / 12% Elastane
87,Mango,Denim Shorts,S$ 49.90,"- Light wash denim shorts
- Sizing runs one size larger
- High waisted
- Regular fit
- Button and zip fastening
- 5 pockets
- Cuffed hem
- Cotton",Open Blue,100% Cotton
88,Under Armour,Tech Mesh 5 Inch Shorts,S$ 29.00,"- Best for training
- Contrast piping mesh shorts
- Heatgear fabric keeps skin cool and dry
- High rise
- Regular fit
- Elasticated waistband fastening
- Polyester
- Model wears an S and is 175cm tall",Black/Pitch Gray/Metallic Silver,100% Polyester
89,adidas,Adidas M20 Shorts W,S$ 45.00,"- adidas performance
- Best for running
- Contrast signature tri-stripe lightweight shorts with inner briefs
- High rise
- Unlined
- Slim fit is cut close to the body
- Elasticised waistband with interior drawcord fastening
- Climacool ventilation
- 360 degrees of reflectivity
- Recycled polyblend
- Model wears an S and is 175cm tall",Black/Hi-Res Coral,"56% Recycled Polyester, 44% Polyester"
90,Nike,As Women's Nike Flx 2In1 Woven Shorts,S$ 59.00,"- Best for training
- Monochrome 2-in-1 training shorts
- Mid rise
- Lined - compressive shorts help keep you covered and supported
- Regular fit
- Elasticised waistband with interior drawstring fastening
- Dri-FIT Technology helps keep you dry and comfortable
- Polyblend
- Model wears an S and is 170cm tall",Black/Black/White,"88% Polyester, 12% Spandex"
91,adidas,Adidas Performance D2m 3s Shorts,S$ 30.00,"- adidas performance
- Best for training
- Side stripe shorts
- Mid rise
- Regular fit
- Elasticised waist
- Sweat-wicking Climalite fabric
- Polyester
- Model wears an S and is 173cm tall",Black/White,100% polyester plain weave
92,Nike,As W Nk 10K Shorts,S$ 35.00,"- Best for running
- Monochrome running shorts with perforated panel
- Nike Dry fabrics move sweat from your skin for quicker evaporation- helping you stay dry, comfortable and focused on the task at hand
- Dri-Fit technology
- Mesh lining
- Regular fit
- Elasticated waistband with inner drawstring
- Polyester
- Model wears an S and is 178cm tall",Black/Black/Black/Wolf Grey,100% Polyester
93,ESPRIT,Woven Shorts,S$ 89.95,"- Floral print woven belted shorts
- Sizing runs one size larger
- High rise
- Regular fit
- Front zip and hook fastening
- Two side pockets
- Cotton blend
- Model wears a size 36 and is 174cm tall",Ink,"98% Cotton, 2% Elastane"
94,Mango,Pocket Cotton Blend Shorts,S$ 39.90,"- Solid-colored casual shorts
- Sizing runs one size larger
- Medium rise
- Regular fit
- Button & zip fastening
- 4-pocket style
- Belt loops
- Cotton blend",Brown,"98% Cotton, 2% Elastane"
95,Dorothy Perkins,Khaki Linen Look Shorts,S$ 49.90,"- Solid-colour shorts with linen texture
- High rise
- Regular fit
- Elastic waistband 
- 2 pockets
- Viscose blend
- Model wears a UK 6 and is 178cm tall",Green,"81% Viscose, 19% Linen"
96,Mango,Denim Shorts,S$ 49.90,"- Monochrome denim shorts
- Sizing runs one size larger
- High waisted
- Regular fit
- Button and zip fastening
- 5 pockets
- Cuffed hem
- Cotton",Light Beige,100% Cotton
97,ZALORA,Fringe Hem Denim Shorts,S$ 34.90,"- Scarf tie belt shorts
- Mid rise
- Regular fit
- Button and zip fastening
- Waist tie
- 5 pockets
- Fringed hem
- Cotton blend",Navy,90% Cotton 10% Polyester
98,Mango,Vicky Denim Short,S$ 45.90,"- Cuffed hem denim shorts
- Sizing runs one size larger
- Low rise
- Regular fit
- Button and zip fastening
- Cotton blend",Open Grey,"98% Cotton, 2% Elastane"
99,Mango,Belt Line Short,S$ 59.90,"- Solid shade belted shorts with pleated details
- Sizing runs one size larger
- High rise
- Regular fit
- Zip and button fastening
- Two side pockets
- Viscose blend",Light Pastel Brown,"52% Viscose, 48% Linen"
100,Miss Selfridge,Apple Green City Shorts,S$ 76.90,"- Solid toned shorts
- Mid rise
- Regular fit
- Front zip with hook fastening
- 2 pockets
- Polyblend",Light Green,Garment: Elastane(5%) Polyester(95%)
101,ZALORA ACTIVE,Core High-Waisted Gym Shorts,S$ 19.90,"- Solid tone gym shorts
- High rise
- Slim fit
- Elasticised waistband
- Polyblend",Black,95% Polyester 5% Spandex
102,Dorothy Perkins,Mid Wash Entry Denim Shorts,S$ 43.90,"- Turnover hem denim shorts
- Mid rise
- Regular fit
- Button and zip fastening
- 5 pockets
- Cotton blend
- Model wears a UK 8 and is 173cm tall",Blue,"83% Cotton, 16% Polyester, 1% Elastane"
